====================
Fold 0
X_of_N_14 (X-of-N): 1.1060096537140023
X_of_N_2 (X-of-N): 1.0980083970713146
X_of_N_3 (X-of-N): 1.0743394091139222
X_of_N_25 (X-of-N): 0.989901055061906
X_of_N_28 (X-of-N): 0.9680119560118224
X_of_N_26 (X-of-N): 0.9100979043015537
X_of_N_10 (X-of-N): 0.8320731711359697
X_of_N_4 (X-of-N): 0.8133754536670027
X_of_N_8 (X-of-N): 0.7769372032600476
X_of_N_45 (X-of-N): 0.7605414709030524
X_of_N_42 (X-of-N): 0.70254391662993
X_of_N_35 (X-of-N): 0.6903006405256354
X_of_N_17 (X-of-N): 0.6347344504136249
X_of_N_44 (X-of-N): 0.5823858742075247
X_of_N_24 (X-of-N): 0.4929173491230955
X_of_N_34 (X-of-N): 0.47938030348429983
X_of_N_27 (X-of-N): 0.3710637851127923
X_of_N_41 (X-of-N): 0.36721832841762614
====================
Fold 8
X_of_N_24 (X-of-N): 17.29586574869547
X_of_N_9 (X-of-N): 12.496536258860786
X_of_N_32 (X-of-N): 10.526629938287261
X_of_N_20 (X-of-N): 4.6290339871344806
X_of_N_22 (X-of-N): 3.6186883052707333
X_of_N_8 (X-of-N): 3.510539286731458
X_of_N_18 (X-of-N): 3.466993447433169
X_of_N_34 (X-of-N): 3.414977055839918
X_of_N_39 (X-of-N): 3.0315471893706505
X_of_N_21 (X-of-N): 2.4361061143469596
X_of_N_41 (X-of-N): 2.4338202542820615
X_of_N_13 (X-of-N): 2.217852724262484
X_of_N_10 (X-of-N): 2.153446310316368
X_of_N_25 (X-of-N): 2.1114713479954914
X_of_N_14 (X-of-N): 1.8852623942037703
X_of_N_26 (X-of-N): 1.8721205881872058
X_of_N_40 (X-of-N): 1.8174568520850152
X_of_N_28 (X-of-N): 1.7391471806654364
X_of_N_5 (X-of-N): 1.6490013091433884
X_of_N_15 (X-of-N): 1.5952651162286886
X_of_N_6 (X-of-N): 1.5136639687555085
X_of_N_27 (X-of-N): 1.3868973835115932
X_of_N_35 (X-of-N): 1.335734191928957
X_of_N_37 (X-of-N): 1.0313552632703398
X_of_N_2 (X-of-N): 0.9751082312021753
X_of_N_7 (X-of-N): 0.9494583245041281
X_of_N_36 (X-of-N): 0.9313440465886275
X_of_N_29 (X-of-N): 0.8069450819463906
X_of_N_1 (X-of-N): 0.7904071655291917
X_of_N_33 (X-of-N): 0.7710694517210017
X_of_N_3 (X-of-N): 0.7342106651073393
X_of_N_12 (X-of-N): 0.6670866856138487
X_of_N_30 (X-of-N): 0.6230657456165053
X_of_N_31 (X-of-N): 0.5986751372947492
X_of_N_16 (X-of-N): 0.574035945316433
X_of_N_11 (X-of-N): 0.5388767580435093
X_of_N_38 (X-of-N): 0.4754589135573327
X_of_N_17 (X-of-N): 0.37739791384193616
X_of_N_4 (X-of-N): 0.37494384442686907
X_of_N_19 (X-of-N): 0.3466736356392659
X_of_N_23 (X-of-N): 0.29583023724346935
====================
Fold 0
X_of_N_28 (X-of-N): 10.606676147273555
X_of_N_1 (X-of-N): 9.674034445935602
X_of_N_12 (X-of-N): 8.268147888335253
X_of_N_16 (X-of-N): 5.34903748628189
X_of_N_40 (X-of-N): 5.024848798481085
X_of_N_30 (X-of-N): 4.10620142266844
X_of_N_13 (X-of-N): 3.81944897916152
X_of_N_23 (X-of-N): 3.297519811545584
X_of_N_9 (X-of-N): 2.9803214293351963
X_of_N_2 (X-of-N): 2.8952116983562095
X_of_N_33 (X-of-N): 2.7680064310404253
X_of_N_27 (X-of-N): 2.7107374385039735
X_of_N_20 (X-of-N): 2.500700120977787
X_of_N_4 (X-of-N): 2.4282050325298954
X_of_N_22 (X-of-N): 2.391375435903708
X_of_N_36 (X-of-N): 2.1152338148724827
X_of_N_24 (X-of-N): 2.103449584513813
X_of_N_25 (X-of-N): 2.065918746418219
X_of_N_18 (X-of-N): 2.062805502364102
X_of_N_35 (X-of-N): 1.8592083582120926
X_of_N_34 (X-of-N): 1.8174232990047958
X_of_N_6 (X-of-N): 1.7653929961946386
X_of_N_5 (X-of-N): 1.5242524805040836
X_of_N_8 (X-of-N): 1.4764212375656354
X_of_N_10 (X-of-N): 1.3959120967672585
X_of_N_31 (X-of-N): 1.2021515952922237
X_of_N_37 (X-of-N): 1.101048832276995
X_of_N_15 (X-of-N): 1.0570025201480882
X_of_N_38 (X-of-N): 1.0309581652279993
X_of_N_11 (X-of-N): 1.0227526186482492
X_of_N_19 (X-of-N): 0.9294550995462665
X_of_N_21 (X-of-N): 0.8859214425345183
X_of_N_14 (X-of-N): 0.8344461427629555
X_of_N_39 (X-of-N): 0.8303358382878127
X_of_N_7 (X-of-N): 0.8194186348581521
X_of_N_3 (X-of-N): 0.7590591939826525
X_of_N_17 (X-of-N): 0.7261842007892827
X_of_N_32 (X-of-N): 0.6755899714089342
X_of_N_26 (X-of-N): 0.6165798660524696
X_of_N_29 (X-of-N): 0.5026051954361489
====================
Fold 1
X_of_N_92 (X-of-N): 4.281863815639584
X_of_N_6 (X-of-N): 4.245468125374566
X_of_N_72 (X-of-N): 3.419298105410048
X_of_N_68 (X-of-N): 3.1559481367930093
X_of_N_10 (X-of-N): 2.936910831274456
X_of_N_18 (X-of-N): 2.8695253623387282
X_of_N_70 (X-of-N): 2.648872478541399
X_of_N_44 (X-of-N): 2.628322827640692
X_of_N_40 (X-of-N): 2.3641268105723796
X_of_N_62 (X-of-N): 2.356002087781249
X_of_N_29 (X-of-N): 2.260720933010679
X_of_N_4 (X-of-N): 2.2192140833318628
X_of_N_24 (X-of-N): 2.125087309348162
X_of_N_88 (X-of-N): 2.113091523278106
X_of_N_76 (X-of-N): 2.0635704593658355
X_of_N_95 (X-of-N): 1.9601216752451327
X_of_N_47 (X-of-N): 1.9203071937242249
X_of_N_48 (X-of-N): 1.9061051373668674
X_of_N_69 (X-of-N): 1.8933114199306282
X_of_N_81 (X-of-N): 1.86403266289186
X_of_N_32 (X-of-N): 1.8397153076001755
X_of_N_60 (X-of-N): 1.7420753851282689
X_of_N_5 (X-of-N): 1.6233897334229979
X_of_N_17 (X-of-N): 1.4157109659195612
X_of_N_56 (X-of-N): 1.3544926085304836
X_of_N_94 (X-of-N): 1.263813347405365
X_of_N_1 (X-of-N): 1.2450358573536187
X_of_N_33 (X-of-N): 1.2289862416551285
X_of_N_7 (X-of-N): 1.1931599313419687
X_of_N_2 (X-of-N): 1.1004830438201625
X_of_N_52 (X-of-N): 1.0347471471754637
X_of_N_41 (X-of-N): 1.005971994603068
X_of_N_83 (X-of-N): 0.9747421768144507
X_of_N_34 (X-of-N): 0.9332579710513838
X_of_N_15 (X-of-N): 0.8935346864696316
X_of_N_25 (X-of-N): 0.8417677277536807
X_of_N_20 (X-of-N): 0.8406928152883005
X_of_N_54 (X-of-N): 0.8396770222139589
X_of_N_61 (X-of-N): 0.8350481590376998
X_of_N_45 (X-of-N): 0.8168672972149383
X_of_N_21 (X-of-N): 0.8112377507414441
X_of_N_55 (X-of-N): 0.7885425699234301
X_of_N_38 (X-of-N): 0.7667514525515694
X_of_N_91 (X-of-N): 0.7451710514027451
X_of_N_58 (X-of-N): 0.7443142452050224
X_of_N_22 (X-of-N): 0.7263717853490123
X_of_N_89 (X-of-N): 0.7050418876077256
X_of_N_63 (X-of-N): 0.6708968683538242
X_of_N_23 (X-of-N): 0.6675405292355509
X_of_N_77 (X-of-N): 0.6633080111338859
====================
Fold 2
X_of_N_39 (X-of-N): 10.505752831077592
X_of_N_33 (X-of-N): 7.647267476933823
X_of_N_10 (X-of-N): 7.272246880218146
X_of_N_47 (X-of-N): 6.024345420342286
X_of_N_48 (X-of-N): 5.901486567524187
X_of_N_49 (X-of-N): 5.406824390166909
X_of_N_43 (X-of-N): 4.01724004315727
X_of_N_41 (X-of-N): 3.6259687067147772
X_of_N_20 (X-of-N): 3.3264304371186424
X_of_N_6 (X-of-N): 2.778065007342413
X_of_N_29 (X-of-N): 2.190980825921116
X_of_N_18 (X-of-N): 2.1137729489833306
X_of_N_44 (X-of-N): 2.10440626370812
X_of_N_17 (X-of-N): 2.038834475713152
X_of_N_5 (X-of-N): 1.9008167597893828
X_of_N_27 (X-of-N): 1.8638265404121632
X_of_N_14 (X-of-N): 1.7039880789880748
X_of_N_25 (X-of-N): 1.50897912985398
X_of_N_4 (X-of-N): 1.5014989112404387
X_of_N_51 (X-of-N): 1.3160120475763408
X_of_N_2 (X-of-N): 1.2392514116627045
X_of_N_38 (X-of-N): 1.2312513610328424
X_of_N_42 (X-of-N): 1.2198939243442968
X_of_N_26 (X-of-N): 1.200676036424368
X_of_N_52 (X-of-N): 1.1404672711142407
X_of_N_50 (X-of-N): 1.0621734850198665
X_of_N_9 (X-of-N): 1.0360893413862122
X_of_N_1 (X-of-N): 1.0343068150883719
X_of_N_40 (X-of-N): 1.030600477669324
X_of_N_46 (X-of-N): 0.9297475327753991
X_of_N_37 (X-of-N): 0.9274513205279402
X_of_N_11 (X-of-N): 0.8909839267486268
X_of_N_3 (X-of-N): 0.8703802716930797
X_of_N_36 (X-of-N): 0.8257094291009347
X_of_N_23 (X-of-N): 0.8094016149165458
X_of_N_22 (X-of-N): 0.7900671951389223
X_of_N_32 (X-of-N): 0.7739828772836188
X_of_N_8 (X-of-N): 0.7572680966848744
X_of_N_24 (X-of-N): 0.7258863564947265
X_of_N_7 (X-of-N): 0.697588251452965
X_of_N_12 (X-of-N): 0.6869287749526293
X_of_N_19 (X-of-N): 0.6561652311716614
X_of_N_28 (X-of-N): 0.6004995245265499
X_of_N_21 (X-of-N): 0.5910963716762655
X_of_N_45 (X-of-N): 0.5796409755791845
X_of_N_31 (X-of-N): 0.5399653311106669
X_of_N_13 (X-of-N): 0.486487264648805
X_of_N_16 (X-of-N): 0.4731866715116564
X_of_N_34 (X-of-N): 0.44425183491776
X_of_N_35 (X-of-N): 0.3414455185607794
====================
Fold 3
X_of_N_41 (X-of-N): 13.003060084409102
X_of_N_4 (X-of-N): 11.213433642519522
X_of_N_31 (X-of-N): 8.066055091369595
X_of_N_38 (X-of-N): 5.5675308898474976
X_of_N_3 (X-of-N): 4.2912681729387705
X_of_N_36 (X-of-N): 4.251331462788796
X_of_N_8 (X-of-N): 3.63352419184783
X_of_N_14 (X-of-N): 3.2856525504469087
X_of_N_42 (X-of-N): 3.1119335695872636
X_of_N_18 (X-of-N): 2.9942544167444303
X_of_N_26 (X-of-N): 2.778412376268463
X_of_N_33 (X-of-N): 2.528208776026225
X_of_N_2 (X-of-N): 2.474810064262615
X_of_N_9 (X-of-N): 2.353291745254297
X_of_N_21 (X-of-N): 1.9883504370799128
X_of_N_40 (X-of-N): 1.819704516291575
X_of_N_11 (X-of-N): 1.7239765768714694
X_of_N_32 (X-of-N): 1.6096091047324441
X_of_N_6 (X-of-N): 1.5890906234672382
X_of_N_30 (X-of-N): 1.5437413645911842
X_of_N_28 (X-of-N): 1.4037960000339205
X_of_N_20 (X-of-N): 1.3739183781115796
X_of_N_1 (X-of-N): 1.3581841972802362
X_of_N_29 (X-of-N): 1.2540105057016546
X_of_N_10 (X-of-N): 1.2343709819358204
X_of_N_35 (X-of-N): 1.2240918472140068
X_of_N_19 (X-of-N): 1.2127852519249245
X_of_N_23 (X-of-N): 1.1240604006598311
X_of_N_27 (X-of-N): 1.0474437582921126
X_of_N_25 (X-of-N): 0.9461679015106035
X_of_N_39 (X-of-N): 0.9339527048867566
X_of_N_5 (X-of-N): 0.8953215411825651
X_of_N_15 (X-of-N): 0.8622953906135867
X_of_N_16 (X-of-N): 0.7540782766443791
X_of_N_17 (X-of-N): 0.753634376594612
X_of_N_12 (X-of-N): 0.7469394051256311
X_of_N_22 (X-of-N): 0.7271338903153032
X_of_N_13 (X-of-N): 0.5636491455765639
X_of_N_24 (X-of-N): 0.5396563383085126
X_of_N_7 (X-of-N): 0.48787359139420455
X_of_N_34 (X-of-N): 0.3700416337843866
X_of_N_37 (X-of-N): 0.35935482556366477
====================
Fold 4
X_of_N_23 (X-of-N): 9.825174888125645
X_of_N_52 (X-of-N): 7.844160494667199
X_of_N_32 (X-of-N): 5.792541251637023
X_of_N_35 (X-of-N): 4.868201523718775
X_of_N_56 (X-of-N): 4.476760954056633
X_of_N_27 (X-of-N): 4.083274079423137
X_of_N_43 (X-of-N): 3.7467038756232656
X_of_N_2 (X-of-N): 3.6704807223531954
X_of_N_10 (X-of-N): 3.5721585948194696
X_of_N_25 (X-of-N): 3.5528967130152793
X_of_N_16 (X-of-N): 3.38971288119618
X_of_N_8 (X-of-N): 2.9177231882299854
X_of_N_34 (X-of-N): 2.807102326699005
X_of_N_20 (X-of-N): 2.517703729150057
X_of_N_5 (X-of-N): 1.9990014245200665
X_of_N_21 (X-of-N): 1.9956859998291305
X_of_N_15 (X-of-N): 1.927686714159288
X_of_N_11 (X-of-N): 1.4200899176926818
X_of_N_51 (X-of-N): 1.4184252605154255
X_of_N_4 (X-of-N): 1.2625807288880675
X_of_N_41 (X-of-N): 1.2222905016173067
X_of_N_54 (X-of-N): 1.1054111687202228
X_of_N_19 (X-of-N): 1.0838038643765193
X_of_N_29 (X-of-N): 1.0477782346816529
X_of_N_53 (X-of-N): 1.0232165278005694
X_of_N_45 (X-of-N): 1.0207404614039024
X_of_N_60 (X-of-N): 0.997739136311258
X_of_N_9 (X-of-N): 0.9180788206685614
X_of_N_18 (X-of-N): 0.9161475860237462
X_of_N_14 (X-of-N): 0.9067521374037395
X_of_N_1 (X-of-N): 0.9024509907445485
X_of_N_37 (X-of-N): 0.8841719574443255
X_of_N_26 (X-of-N): 0.8553710866385913
X_of_N_42 (X-of-N): 0.8419441435350866
X_of_N_39 (X-of-N): 0.7721108097952275
X_of_N_59 (X-of-N): 0.7642269236024479
X_of_N_58 (X-of-N): 0.7510485417074751
X_of_N_46 (X-of-N): 0.7425029006998211
X_of_N_33 (X-of-N): 0.7306322409648315
X_of_N_36 (X-of-N): 0.660122265212389
X_of_N_28 (X-of-N): 0.6082639648632917
X_of_N_44 (X-of-N): 0.5906991458390538
X_of_N_13 (X-of-N): 0.5492763155252037
X_of_N_50 (X-of-N): 0.5247775157244363
X_of_N_57 (X-of-N): 0.5231138641768678
X_of_N_6 (X-of-N): 0.5045177772581193
X_of_N_31 (X-of-N): 0.4846254667920444
X_of_N_61 (X-of-N): 0.47706193473391617
X_of_N_22 (X-of-N): 0.47060175438180535
X_of_N_48 (X-of-N): 0.4477198977662922
====================
Fold 5
X_of_N_4 (X-of-N): 12.64617655466283
X_of_N_37 (X-of-N): 9.612680640877368
X_of_N_12 (X-of-N): 8.140946717989484
X_of_N_1 (X-of-N): 6.218289326878945
X_of_N_46 (X-of-N): 5.202791575119981
X_of_N_47 (X-of-N): 3.8506779983933987
X_of_N_35 (X-of-N): 3.3058745482361203
X_of_N_25 (X-of-N): 3.190712358386735
X_of_N_42 (X-of-N): 2.7627796515565866
X_of_N_45 (X-of-N): 2.4558062641646323
X_of_N_53 (X-of-N): 2.308531222225208
X_of_N_3 (X-of-N): 2.0437014467355135
X_of_N_24 (X-of-N): 1.9626573676210644
X_of_N_26 (X-of-N): 1.9565285597520103
X_of_N_36 (X-of-N): 1.898321314440743
X_of_N_32 (X-of-N): 1.894977899901736
X_of_N_54 (X-of-N): 1.768577019146586
X_of_N_14 (X-of-N): 1.7640962585860722
X_of_N_13 (X-of-N): 1.6987708132532697
X_of_N_21 (X-of-N): 1.4879494959939874
X_of_N_44 (X-of-N): 1.2021237905768258
X_of_N_20 (X-of-N): 1.120350956522033
X_of_N_49 (X-of-N): 1.1068088555390674
X_of_N_23 (X-of-N): 1.0481449510214433
X_of_N_48 (X-of-N): 0.9819418986094017
X_of_N_17 (X-of-N): 0.9761191958281483
X_of_N_34 (X-of-N): 0.9406210155040708
X_of_N_15 (X-of-N): 0.9290373124440333
X_of_N_31 (X-of-N): 0.9021596711004167
X_of_N_52 (X-of-N): 0.8988430294834046
X_of_N_9 (X-of-N): 0.8484374582605558
X_of_N_29 (X-of-N): 0.837087417688088
X_of_N_27 (X-of-N): 0.8360611964028607
X_of_N_16 (X-of-N): 0.8267892471554704
X_of_N_7 (X-of-N): 0.7590178222563533
X_of_N_2 (X-of-N): 0.7479067387968962
X_of_N_30 (X-of-N): 0.7223937277094044
X_of_N_51 (X-of-N): 0.6816693718884194
X_of_N_19 (X-of-N): 0.6156482506387142
X_of_N_28 (X-of-N): 0.607054237840689
X_of_N_33 (X-of-N): 0.579336787366532
X_of_N_39 (X-of-N): 0.5776820795629558
X_of_N_5 (X-of-N): 0.5772671390217541
X_of_N_11 (X-of-N): 0.5219051139019539
X_of_N_43 (X-of-N): 0.4835324648097677
X_of_N_6 (X-of-N): 0.4779557389989886
X_of_N_18 (X-of-N): 0.4436520798726848
X_of_N_10 (X-of-N): 0.42372450875158013
X_of_N_22 (X-of-N): 0.40378914489029527
X_of_N_38 (X-of-N): 0.378882546098957
====================
Fold 6
X_of_N_5 (X-of-N): 13.693348341254703
X_of_N_18 (X-of-N): 12.899279354037839
X_of_N_41 (X-of-N): 9.616698584828558
X_of_N_9 (X-of-N): 6.178057023375268
X_of_N_16 (X-of-N): 3.2830215593393066
X_of_N_10 (X-of-N): 2.776617209385727
X_of_N_28 (X-of-N): 2.751440265921447
X_of_N_52 (X-of-N): 2.728829229685703
X_of_N_1 (X-of-N): 1.9396269352400792
X_of_N_50 (X-of-N): 1.937397373706004
X_of_N_49 (X-of-N): 1.843807766759746
X_of_N_45 (X-of-N): 1.751938306802362
X_of_N_48 (X-of-N): 1.7018671932905673
X_of_N_15 (X-of-N): 1.6543727257527936
X_of_N_32 (X-of-N): 1.5993117658027187
X_of_N_3 (X-of-N): 1.5710291715115607
X_of_N_53 (X-of-N): 1.4855316610222307
X_of_N_55 (X-of-N): 1.4811144734715997
X_of_N_26 (X-of-N): 1.3698028892430343
X_of_N_35 (X-of-N): 1.325016909617066
X_of_N_56 (X-of-N): 1.1053237610919382
X_of_N_22 (X-of-N): 1.0951878253417378
X_of_N_11 (X-of-N): 1.0359776384473691
X_of_N_8 (X-of-N): 1.0354994209236372
X_of_N_39 (X-of-N): 1.0144642929663557
X_of_N_17 (X-of-N): 0.9987795037464393
X_of_N_20 (X-of-N): 0.9545642562006594
X_of_N_57 (X-of-N): 0.9242942146519383
X_of_N_38 (X-of-N): 0.9034551742295687
X_of_N_29 (X-of-N): 0.877719010623071
X_of_N_25 (X-of-N): 0.8698349221524583
X_of_N_36 (X-of-N): 0.8636313558595946
X_of_N_37 (X-of-N): 0.8565860474865505
X_of_N_27 (X-of-N): 0.8004721113689991
X_of_N_43 (X-of-N): 0.7921621383624313
X_of_N_33 (X-of-N): 0.7340594836877988
X_of_N_51 (X-of-N): 0.7281121637564848
X_of_N_31 (X-of-N): 0.7142748769303839
X_of_N_54 (X-of-N): 0.7111475876492888
X_of_N_4 (X-of-N): 0.6838941884431329
X_of_N_42 (X-of-N): 0.6767393093113583
X_of_N_46 (X-of-N): 0.6519345298925754
X_of_N_14 (X-of-N): 0.6423568698353772
X_of_N_2 (X-of-N): 0.5671227193838119
X_of_N_13 (X-of-N): 0.5577527777875678
X_of_N_6 (X-of-N): 0.5567797867041216
X_of_N_19 (X-of-N): 0.5553538820747655
X_of_N_44 (X-of-N): 0.5376325613970616
X_of_N_30 (X-of-N): 0.522587485144392
X_of_N_40 (X-of-N): 0.5130079992753512
====================
Fold 7
X_of_N_57 (X-of-N): 19.75598395905622
X_of_N_36 (X-of-N): 12.785467905935372
X_of_N_32 (X-of-N): 6.383452344860746
X_of_N_5 (X-of-N): 4.569898012552108
X_of_N_18 (X-of-N): 4.124600442486291
X_of_N_41 (X-of-N): 3.50452175636055
X_of_N_31 (X-of-N): 3.1815949301034316
X_of_N_28 (X-of-N): 2.655719273577673
X_of_N_9 (X-of-N): 2.541059925441496
X_of_N_37 (X-of-N): 2.2238989150391997
X_of_N_52 (X-of-N): 1.9391096342550669
X_of_N_20 (X-of-N): 1.757134282983899
X_of_N_19 (X-of-N): 1.6343871382362243
X_of_N_30 (X-of-N): 1.5341631229597643
X_of_N_7 (X-of-N): 1.4934788771634528
X_of_N_42 (X-of-N): 1.4157983501203046
X_of_N_44 (X-of-N): 1.4114046247402363
X_of_N_35 (X-of-N): 1.3820903147334453
X_of_N_54 (X-of-N): 1.3517888906773012
X_of_N_55 (X-of-N): 1.237327776827248
X_of_N_26 (X-of-N): 1.219512788144465
X_of_N_10 (X-of-N): 1.1606642874313655
X_of_N_12 (X-of-N): 1.1509240003361665
X_of_N_4 (X-of-N): 1.1118803638360828
X_of_N_53 (X-of-N): 1.036594896106359
X_of_N_27 (X-of-N): 0.9263493718614879
X_of_N_40 (X-of-N): 0.9015288939494756
X_of_N_23 (X-of-N): 0.8605304299342503
X_of_N_24 (X-of-N): 0.8586409039441062
X_of_N_45 (X-of-N): 0.8355175778460147
X_of_N_2 (X-of-N): 0.8235556956359399
X_of_N_17 (X-of-N): 0.7941054462144289
X_of_N_51 (X-of-N): 0.7794863595450462
X_of_N_48 (X-of-N): 0.7618613928636863
X_of_N_43 (X-of-N): 0.7201627127723823
X_of_N_22 (X-of-N): 0.6719475415628051
X_of_N_38 (X-of-N): 0.6528517190602605
X_of_N_25 (X-of-N): 0.6229073112974225
X_of_N_16 (X-of-N): 0.6077781607654541
X_of_N_6 (X-of-N): 0.5421726696257723
X_of_N_14 (X-of-N): 0.5250254110180899
X_of_N_39 (X-of-N): 0.5010510271453839
X_of_N_21 (X-of-N): 0.49529686280742685
X_of_N_49 (X-of-N): 0.4787415830949939
X_of_N_29 (X-of-N): 0.4712254177785049
X_of_N_3 (X-of-N): 0.44832332944754005
X_of_N_50 (X-of-N): 0.44389855964029307
X_of_N_1 (X-of-N): 0.44249259164788085
X_of_N_11 (X-of-N): 0.4325699034448251
X_of_N_56 (X-of-N): 0.3554479969875108
====================
Fold 8
X_of_N_31 (X-of-N): 10.958954522107312
X_of_N_10 (X-of-N): 7.66688245265624
X_of_N_47 (X-of-N): 6.356960719069257
X_of_N_4 (X-of-N): 6.2056825061938214
X_of_N_49 (X-of-N): 5.293853918271887
X_of_N_1 (X-of-N): 4.9358245505899845
X_of_N_29 (X-of-N): 4.449935394157044
X_of_N_35 (X-of-N): 3.283196317763823
X_of_N_15 (X-of-N): 3.267010278790583
X_of_N_8 (X-of-N): 2.482950113657796
X_of_N_51 (X-of-N): 2.4335817266407105
X_of_N_20 (X-of-N): 2.2617388291747904
X_of_N_44 (X-of-N): 2.184944294350303
X_of_N_3 (X-of-N): 2.046557584334876
X_of_N_23 (X-of-N): 1.9524220136616472
X_of_N_37 (X-of-N): 1.7257184739698719
X_of_N_18 (X-of-N): 1.6562162116966925
X_of_N_21 (X-of-N): 1.5788812175341518
X_of_N_32 (X-of-N): 1.5754327412825955
X_of_N_53 (X-of-N): 1.4489586255775857
X_of_N_40 (X-of-N): 1.4255784948653727
X_of_N_45 (X-of-N): 1.414211028637474
X_of_N_50 (X-of-N): 1.377261535299672
X_of_N_30 (X-of-N): 1.2757743819010787
X_of_N_12 (X-of-N): 1.1721600705034307
X_of_N_54 (X-of-N): 1.1333951845067751
X_of_N_28 (X-of-N): 1.1291081974326378
X_of_N_38 (X-of-N): 1.0857125056978296
X_of_N_11 (X-of-N): 1.0329632910747517
X_of_N_39 (X-of-N): 1.0127337597478243
X_of_N_22 (X-of-N): 0.9609475076142198
X_of_N_43 (X-of-N): 0.868573073496272
X_of_N_33 (X-of-N): 0.8242002860286213
X_of_N_24 (X-of-N): 0.7961420613429518
X_of_N_46 (X-of-N): 0.7481608683953999
X_of_N_16 (X-of-N): 0.6918033758866284
X_of_N_9 (X-of-N): 0.6911206522881532
X_of_N_36 (X-of-N): 0.6685533487747096
X_of_N_48 (X-of-N): 0.6594692091489305
X_of_N_55 (X-of-N): 0.6322149484118149
X_of_N_5 (X-of-N): 0.6270375347803059
X_of_N_34 (X-of-N): 0.5821886663686586
X_of_N_19 (X-of-N): 0.5788590309909263
X_of_N_13 (X-of-N): 0.5346833096453867
X_of_N_14 (X-of-N): 0.5047543788383627
X_of_N_52 (X-of-N): 0.4969179323635424
X_of_N_25 (X-of-N): 0.4672434118405313
X_of_N_41 (X-of-N): 0.4298563154854429
X_of_N_17 (X-of-N): 0.3885430998565228
X_of_N_42 (X-of-N): 0.37855110297450334
====================
Fold 9
X_of_N_28 (X-of-N): 8.609405626255503
X_of_N_36 (X-of-N): 3.9437749231427883
X_of_N_35 (X-of-N): 3.541100822223592
X_of_N_42 (X-of-N): 3.406437259620816
X_of_N_49 (X-of-N): 3.2281488299029246
X_of_N_25 (X-of-N): 2.944679627644694
X_of_N_84 (X-of-N): 2.5264935981376815
X_of_N_83 (X-of-N): 2.4593598204849525
X_of_N_68 (X-of-N): 2.4133814846837542
X_of_N_21 (X-of-N): 2.28190229703688
X_of_N_14 (X-of-N): 2.2764818645306866
X_of_N_33 (X-of-N): 2.2065137115028888
X_of_N_48 (X-of-N): 2.1933531885021558
X_of_N_65 (X-of-N): 2.1932117720171402
X_of_N_22 (X-of-N): 2.1133062091568546
X_of_N_6 (X-of-N): 1.9547773509756512
X_of_N_7 (X-of-N): 1.912300577082546
X_of_N_55 (X-of-N): 1.9095480593819811
X_of_N_3 (X-of-N): 1.8471548786770775
X_of_N_20 (X-of-N): 1.6831996367439104
X_of_N_51 (X-of-N): 1.6690968504079926
X_of_N_19 (X-of-N): 1.5243014476965517
X_of_N_70 (X-of-N): 1.3608347818828892
X_of_N_57 (X-of-N): 1.3230131510297327
X_of_N_9 (X-of-N): 1.3051486518180662
X_of_N_56 (X-of-N): 1.2622065426396991
X_of_N_27 (X-of-N): 1.2434499086929451
X_of_N_12 (X-of-N): 1.2396718667461382
X_of_N_5 (X-of-N): 1.1957544860504292
X_of_N_13 (X-of-N): 1.1907790229891009
X_of_N_76 (X-of-N): 1.1585923485739429
X_of_N_64 (X-of-N): 1.0784331953682402
X_of_N_34 (X-of-N): 1.0179197763032244
X_of_N_17 (X-of-N): 1.0159885532128408
X_of_N_30 (X-of-N): 1.0092035852538617
X_of_N_11 (X-of-N): 0.9065578121168607
X_of_N_47 (X-of-N): 0.8979763173009745
X_of_N_32 (X-of-N): 0.8539478909493345
X_of_N_53 (X-of-N): 0.8515914266839619
X_of_N_60 (X-of-N): 0.8249327084749123
X_of_N_78 (X-of-N): 0.799564457648692
X_of_N_26 (X-of-N): 0.7973460952015281
X_of_N_79 (X-of-N): 0.733487216132682
X_of_N_61 (X-of-N): 0.7202916814449627
X_of_N_77 (X-of-N): 0.7035864738940346
X_of_N_24 (X-of-N): 0.6958712515653775
X_of_N_31 (X-of-N): 0.6897913689147237
X_of_N_45 (X-of-N): 0.66746438284809
X_of_N_62 (X-of-N): 0.6460654929390081
X_of_N_58 (X-of-N): 0.6432102566777169
====================
Fold 0
X_of_N_27 (X-of-N): 11.763035888790844
X_of_N_30 (X-of-N): 11.679445419504749
X_of_N_8 (X-of-N): 11.493648417835042
X_of_N_4 (X-of-N): 7.281887493879147
X_of_N_26 (X-of-N): 6.328103677415825
X_of_N_14 (X-of-N): 5.819766344183346
X_of_N_25 (X-of-N): 5.534252039455722
X_of_N_3 (X-of-N): 4.066835316707084
X_of_N_24 (X-of-N): 3.909622738760432
X_of_N_1 (X-of-N): 3.0439376678917136
X_of_N_31 (X-of-N): 2.181038372818396
X_of_N_33 (X-of-N): 2.1681754664903523
X_of_N_23 (X-of-N): 2.1302607274192904
X_of_N_34 (X-of-N): 1.9435836950503023
X_of_N_16 (X-of-N): 1.8822407581335587
X_of_N_32 (X-of-N): 1.729375009196585
X_of_N_10 (X-of-N): 1.631020737187606
X_of_N_9 (X-of-N): 1.5515412441404843
X_of_N_29 (X-of-N): 1.5022068510957045
X_of_N_6 (X-of-N): 1.3652880913980316
